species_name,is_wild,is_domestic,is_aquatic,causal_agent_type,country_name,latitude,longitude,month,season,susceptible,epi_unit_type,disease_name
Wild boar,1,0,0,Virus,Estonia,59.03102511,24.56534431,February,Winter,0,Forest,African swine fever
Cattle,0,0,0,Bacterium,Italy,40.323105,15.8213,October,Post-Monsoon,209,Farm,Anthrax
Cattle,0,0,0,Virus,Korea (Rep. of),37.776998,126.44655,January,Winter,246,Farm,Foot and mouth disease
Cats,0,0,0,Virus,Former Yug. Rep. of Macedonia,41.6182,22.5573,March,Summer,2,Village,Rabies
Swine,0,0,0,Virus,Ukraine,50.0392,34.9341,June,Monsoon,22,Backyard,African swine fever
Wildlife (species unspecified),1,0,0,Virus,Nepal,27.6435,85.3016,March,Summer,0,Farm,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Ukraine,49.14,37.83,September,Monsoon,3,Village,African swine fever
Birds,0,1,0,Virus,Chinese Taipei,23.732281,120.246906,January,Winter,723674,Farm,Highly pathogenic avian influenza
Sheep,0,0,0,Virus,Mongolia,43.0878,110.0395,January,Winter,308,Farm,Sheep pox and goat pox
Cattle,0,0,0,Bacterium,Namibia,-17.83,18.98,June,Monsoon,2072,Village,Mycoplasma mycoides subsp. mycoides SC
Sheep/goats (mixed herd),0,0,0,Virus,Uganda,2.5915,34.2652,April,Summer,0,Farm,Peste des petits ruminants
Sheep,0,0,0,Prion,Hungary,47.2813,21.0607,May,Summer,1061,Farm,Scrapie
Cattle,0,0,0,Virus,Tunisia,36.6678,10.159,February,Winter,1900,Farm,Foot and mouth disease
Northern Goshawk,1,0,0,Virus,Finland,60.1537,24.9399,August,Monsoon,0,Not applicable,Highly pathogenic avian influenza
Common carp,1,0,1,Virus,Romania,45.136498,26.873908,July,Monsoon,1500,Lake,Koi herpesvirus
Birds,0,0,0,Virus,Palestinian Territory,31.3303,34.298,March,Summer,45800,Farm,Highly pathogenic avian influenza
Dogs,0,0,0,Virus,Kazakhstan,51.2035,70.4007,June,Monsoon,2,Backyard,Rabies
Cattle,0,0,0,Parasite,Mexico,22.677704,-98.5384,January,Winter,331,Farm,Cochliomyia hominivorax
Swine,0,0,0,Virus,France,43.695703,1.182296,November,Post-Monsoon,82,Farm,Aujeszky's disease
Eurasian Collared-Dove,1,1,0,Virus,Bulgaria,42.4983,27.4747,December,Winter,0,Other,Newcastle disease
Swine,0,0,0,Virus,Ukraine,48.2047,30.0536,December,Winter,1,Other,African swine fever
Cattle,0,0,0,Virus,Tunisia,35.031,9.2227,December,Winter,5,Farm,Bluetongue
Cats,0,0,0,Virus,Armenia,40.1481,44.5074,January,Winter,1,Backyard,Rabies
Birds,0,1,0,Virus,France,46.7803,-0.565556,April,Summer,58828,Farm,Low pathogenic avian influenza
Birds,0,1,0,Virus,Iran,39.06532,47.85607,September,Monsoon,90,Village,Highly pathogenic avian influenza
Wildlife (species unspecified),1,0,0,Virus,Bulgaria,44.039,26.6552,October,Post-Monsoon,290,Not applicable,Classical swine fever
Birds,0,1,0,Virus,China (People's Rep. of),31.05944,105.87055,February,Winter,2497,Farm,Highly pathogenic avian influenza
Birds,0,1,0,Virus,United Kingdom,54.72,-1.94,June,Monsoon,76562,Farm,Highly pathogenic avian influenza
Wildlife (species unspecified),1,0,0,Virus,Panama,8.49227,-79.94976,March,Summer,0,Other,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Ukraine,48.5455,37.4215,January,Winter,19,Backyard,African swine fever
Sheep,0,0,0,Virus,Mongolia,49.6355,114.8468,August,Monsoon,1240,Farm,Foot and mouth disease
Birds,0,0,0,Virus,India,20.27,72.51,December,Winter,860,Farm,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Sweden,58.796388,16.733243,April,Summer,260106,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Namibia,-17.8232,24.8348,August,Monsoon,247,Village,Foot and mouth disease
Camelidae,0,0,0,Virus,Slovenia,45.688918,14.4634921,July,Monsoon,1,Farm,Bluetongue
Cattle,0,0,0,Parasite,Ecuador,-1.266572,-79.392677,December,Winter,2,Farm,New world screwworm
Birds,0,1,0,Virus,Russia,56.249942,42.103139,November,Post-Monsoon,450,Backyard,Newcastle disease
Birds,0,0,0,Virus,Germany,51.475455,7.184187,May,Summer,28,Farm,Newcastle disease
Buffaloes,0,0,0,Bacterium,Ukraine,49.5812,25.5313,September,Monsoon,2,Natural park,Anthrax
Cattle,0,0,0,Prion,Norway,63.9467,11.0043,January,Winter,27,Farm,Bovine spongiform encephalopathy
Birds,0,1,0,Virus,Iraq,36.18253,43.15561,May,Summer,59700,Farm,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Denmark,54.6952,11.5734,September,Monsoon,6000,Farm,Highly pathogenic avian influenza
Apidae (unidentified),1,0,0,Parasite,Cayman Islands,19.2728,-81.2588,June,Monsoon,30,Apiary,Varroa spp.
Cattle,0,0,0,Bacterium,Kyrgyzstan,41.1218,75.8,October,Post-Monsoon,30,Farm,Anthrax
Birds,0,0,0,Virus,Italy,43.6471,11.127026,January,Winter,101,Farm,Newcastle disease
Birds,0,0,0,Virus,Bulgaria,44.11,27.07,March,Summer,22,Not applicable,Highly pathogenic avian influenza
Birds,0,1,0,Virus,France,43.470661,-1.130879,January,Winter,19657,Farm,Low pathogenic avian influenza
Northern Goshawk,1,0,0,Virus,Sweden,58.82476,16.887975,April,Summer,0,Natural park,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Austria,48.17,12.97,January,Winter,6105,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Bacterium,France,48.7203,7.0244,September,Monsoon,2130,Farm,Anthrax
Swine,0,0,0,Virus,Hong Kong,22.49086,114.0875,January,Winter,17467,Farm,African swine fever
Cattle,0,0,0,Virus,China (People's Rep. of),46.777,87.9385,October,Post-Monsoon,188,Other,Foot and mouth disease
Birds,0,1,0,Virus,Cote D'Ivoire,5.211764,-3.70558,July,Monsoon,115143,Village,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Algeria,33.8068,2.9593,September,Monsoon,170,Farm,Epizootic hemorrhagic disease virus
Mallard,1,0,0,Virus,Czech Republic,50.4123,14.99436,April,Summer,0,Backyard,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Chile,-33.216506,-70.817384,November,Post-Monsoon,20368,Farm,Porcine reproductive and respiratory syndrome
Birds,0,1,0,Virus,Vietnam,14.638,107.7006,October,Post-Monsoon,7706,Village,Highly pathogenic avian influenza
Anatidae (unidentified),1,0,0,Virus,Germany,48.25,11.42,January,Winter,0,Not applicable,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Poland,52.1781602,17.216559,January,Winter,3636358,Farm,Highly pathogenic avian influenza
Bees,0,1,0,Bacterium,Sweden,59.30533333,15.20888889,July,Monsoon,1,Apiary,European foulbrood of honey bees
Birds,0,0,0,Virus,China (People's Rep. of),28.19,113.01,September,Monsoon,0,Not applicable,Highly pathogenic avian influenza
Cats,0,0,0,Virus,El Salvador,13.8526,-88.706,August,Monsoon,0,Village,Rabies
White clawed crayfish,0,0,1,Parasite,Italy,45.540463,12.230041,September,Monsoon,0,Farm,Crayfish plague
Dogs,0,0,0,Virus,Slovakia,49.375324,20.453332,August,Monsoon,3,Village,Rabies
Wild boar,1,0,0,Virus,Poland,52.009444,21.1575,February,Winter,0,Not applicable,African swine fever
Swine,0,0,0,Virus,Russia,49.638649,43.073171,August,Monsoon,53,Backyard,African swine fever
Cattle,0,0,0,Virus,Hong Kong,22.26,114.16,March,Summer,560,Not applicable,Foot and mouth disease
Swine,0,0,0,Virus,Tanzania,-3.833325,32.60013,January,Winter,19431,Village,African swine fever
Equidae,0,1,0,Virus,Colombia,5.339373,-75.73171,December,Winter,7914,Farm,Equine influenza
Swine,0,0,0,Virus,Romania,45.309,28.1399,August,Monsoon,64,Backyard,Aujeszky's disease
Wildlife (species unspecified),1,0,0,Virus,China (People's Rep. of),46.8078,87.6616,October,Post-Monsoon,0,Body of water,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Jordan,32.46182,35.77581,March,Summer,20074,Farm,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Mexico,18.191,-99.646056,March,Summer,633,Farm,Classical swine fever
Straightfin barb,1,0,1,Fungus,Mozambique,-14.6144,35.8941,July,Monsoon,0,Lake,Aphanomyces invadans
Equidae,0,0,0,Virus,Romania,46.1003,26.1947,September,Monsoon,78,Backyard,West Nile Fever
Cats,0,0,0,Virus,Hong Kong,22.242,114.151,March,Summer,1,Other,SARS-CoV-2 in animals
Swine,0,0,0,Virus,Ukraine,49.3417,23.8458,August,Monsoon,102204,Farm,African swine fever
Pygmy brocket,1,0,0,Virus,Brazil,-25.4501444444,-54.5499055556,March,Summer,30,Zoo,Bluetongue
Birds,0,1,0,Virus,Denmark,55.5278,11.3745,January,Winter,102042,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Botswana,-19.8281,22.3641,January,Winter,506402,Village,Foot and mouth disease
Birds,0,1,0,Virus,France,47.59846,1.77285,October,Post-Monsoon,2600,Farm,Low pathogenic avian influenza
Camelidae,0,0,0,Virus,Kenya,3.2960744,38.375008,January,Winter,120,Village,Rift Valley fever
Accipitridae (unidentified),1,0,0,Virus,Germany,52.5,13.33,September,Monsoon,1,Not applicable,West Nile Fever
Birds,0,0,0,Virus,Belgium,49.647185,5.893571,August,Monsoon,362,Backyard,Highly pathogenic avian influenza
Wildlife (species unspecified),1,0,0,Virus,Romania,45.833333,24.916666,May,Summer,92,Village,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Croatia,45.79272,18.611286,January,Winter,52,Backyard,Highly pathogenic avian influenza
Equidae,0,0,0,Virus,Germany,49.55,8.6,August,Monsoon,1,Backyard,West Nile Fever
Cattle,0,0,0,Virus,China (People's Rep. of),27.639,107.236,June,Monsoon,122,Farm,Foot and mouth disease
Cattle,0,0,0,Virus,Saudi Arabia,24.0595,47.4161,October,Post-Monsoon,595,Farm,Foot and mouth disease
Birds,0,1,0,Virus,Moldova,48.2288,28.1802,January,Winter,173,Backyard,Highly pathogenic avian influenza
Common carp,0,0,1,Virus,Romania,45.0332,23.3055,July,Monsoon,50,Pond,Koi herpesvirus
Swine,0,0,0,Virus,Russia,46.600218,38.417285,November,Post-Monsoon,20611,Farm,African swine fever
Birds,0,1,0,Virus,Germany,52.88,8.09,December,Winter,974448,Farm,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Hungary,46.48925,20.79109,April,Summer,106230,Farm,Highly pathogenic avian influenza
Equidae,0,0,0,Virus,Germany,51.62,12.91,October,Post-Monsoon,6,Backyard,West Nile Fever
Birds,0,1,0,Virus,Algeria,35.917,6.8263,January,Winter,51600,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Romania,45.761883,23.992825,December,Winter,54,Other,Bluetongue
Red Fox,1,0,0,Virus,Slovenia,46.571354,15.592484,December,Winter,0,Village,Highly pathogenic avian influenza
Wild boar,1,0,0,Virus,Russia,47.409315,47.252067,June,Monsoon,0,Backyard,African swine fever
Birds,0,1,0,Virus,Germany,53.175896,9.358891,November,Post-Monsoon,1011,Farm,Low pathogenic avian influenza
Birds,0,1,0,Virus,United Kingdom,52.29,1.24,December,Winter,27000,Farm,Low pathogenic avian influenza
Birds,0,0,0,Virus,India,30.44,76.49,December,Winter,132,Not applicable,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Belarus,53.1682,25.7913,April,Summer,40058,Farm,Porcine reproductive and respiratory syndrome
Equidae,0,0,0,Virus,Brazil,-19.8,-45.009,April,Summer,4,Farm,Equine encephalomyelitis
Dogs,0,0,0,Virus,Melilla,35.2828,-2.9392,April,Summer,0,Other,Rabies
Eurasian Eagle-Owl,1,0,0,Virus,Israel,31.777611456,35.2242622457,January,Winter,0,Other,Highly pathogenic avian influenza
Birds,0,1,0,Virus,United Kingdom,51.23,1.35,October,Post-Monsoon,556,Farm,Low pathogenic avian influenza
Dogs,0,0,0,Virus,Melilla,35.2976,-2.9428,January,Winter,0,Other,Rabies
Swine,0,0,0,Virus,Chinese Taipei,24.0825,120.64111,May,Summer,337,Farm,Foot and mouth disease
Cattle,0,0,0,Virus,Switzerland,46.82371,7.148361,March,Summer,4295,Farm,Bluetongue
Cattle,0,0,0,Virus,China (People's Rep. of),38.62,106.61,January,Winter,14,Backyard,Foot and mouth disease
Birds,0,0,0,Virus,Norway,69.55713,18.0913,October,Post-Monsoon,27,Backyard,Highly pathogenic avian influenza
Red deer,1,0,0,Virus,Bulgaria,42.8528,24.8127,November,Post-Monsoon,0,Forest,Bluetongue
Bees,0,1,0,Bacterium,Romania,46.533333,24.8,October,Post-Monsoon,126,Apiary,American foulbrood of honey bees
Cattle,0,0,0,Virus,United Kingdom,54.10954,-4.69,February,Winter,2269,Farm,Bluetongue
Birds,0,1,0,Virus,Germany,54.78,9.56,July,Monsoon,6389,Farm,Highly pathogenic avian influenza
Equidae,0,0,0,Virus,Spain,36.4449561,-5.113853,October,Post-Monsoon,845,Farm,West Nile Fever
Cattle,0,0,0,Virus,Syria,34.9092,36.4843,September,Monsoon,5844,Farm,Lumpy skin disease
Wild boar,1,0,0,Virus,Moldova,46.406789,30.078733,October,Post-Monsoon,0,Other,African swine fever
Swine,0,0,0,Virus,Russia,52.506624,39.198353,October,Post-Monsoon,1724,Farm,African swine fever
Birds,0,0,0,Virus,Portugal,38.028361,-8.696194,January,Winter,60,Backyard,Highly pathogenic avian influenza
Northern Goshawk,1,0,0,Virus,Finland,60.571367,21.572217,February,Winter,0,Not applicable,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,United States of America,31.88,-109.75,May,Summer,5,Farm,Vesicular stomatitis
Wild boar,1,0,0,Virus,Albania,42.12019,20.39775,February,Winter,0,Forest,African swine fever
Northern Goshawk,1,0,0,Virus,Sweden,56.65679,16.348262,February,Winter,0,Other,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Indonesia,0.966,103.91,August,Monsoon,250000,Farm,Influenza A virus
Birds,0,1,0,Virus,Hungary,46.955039,21.586031,January,Winter,50983,Farm,Highly pathogenic avian influenza
Equidae,0,0,0,Parasite,United States of America,35.68,-105.93,May,Summer,1,Farm,Equine piroplasmosis
Sheep,0,0,0,Virus,Italy,42.454167,11.3325,November,Post-Monsoon,273,Farm,Bluetongue
Hippopotamus,1,0,0,Bacterium,Namibia,-18.19,21.69,October,Post-Monsoon,0,Natural park,Anthrax
Swine,0,0,0,Virus,Ecuador,-0.8356,-77.1493,October,Post-Monsoon,49,Farm,Classical swine fever
White-tailed Eagle,1,0,0,Virus,Sweden,58.59286,11.26862,April,Summer,0,Other,Highly pathogenic avian influenza
Brown bullhead,1,0,1,Fungus,Canada,43.2831,-79.8296,September,Monsoon,0,Lake,Epizootic ulcerative syndrome
Accipitridae (unidentified),1,0,0,Virus,Germany,50.85,12.75,March,Summer,2,Zoo,Highly pathogenic avian influenza
Mute Swan,1,0,0,Virus,Serbia,44.873325,20.4413939,October,Post-Monsoon,0,Body of water,Highly pathogenic avian influenza
Equidae,0,0,0,Virus,Swaziland,-27.221,31.735,December,Winter,3,Farm,African horse sickness
Mallard,1,0,0,Virus,Czech Republic,49.04691,14.33401,March,Summer,0,Backyard,Highly pathogenic avian influenza
Cattle,0,0,0,Bacterium,Croatia,45.36093,16.67312,November,Post-Monsoon,7,Farm,Anthrax
Equidae,0,0,0,Virus,Germany,50.103505,11.401968,January,Winter,168,Farm,Equine infectious anaemia
Camelidae,0,0,0,Virus,Mongolia,48.3135,114.7879,August,Monsoon,94,Village,Foot and mouth disease
Swine,0,0,0,Virus,Italy,40.26746,9.57974,September,Monsoon,13,Farm,African swine fever
Equidae,0,0,0,Virus,Germany,51.46,13.56,September,Monsoon,12,Farm,West Nile Fever
Birds,0,1,0,Virus,India,25.088746,87.095517,January,Winter,4751,Backyard,Highly pathogenic avian influenza
Dogs,0,0,0,Virus,Hong Kong,22.44001,114.02215,January,Winter,2,Other,SARS-CoV-2 in animals
Birds,0,0,0,Virus,Luxembourg,49.673,6.328,September,Monsoon,60,Backyard,Highly pathogenic avian influenza
Cattle,0,0,0,Bacterium,Spain,43.33347,-5.04527,June,Monsoon,61,Farm,Anthrax
Wild boar,1,0,0,Virus,Lithuania,55.61,24.4886,June,Monsoon,0,Backyard,African swine fever
Sheep,0,0,0,Virus,Germany,53.46,10.24,August,Monsoon,30,Backyard,Bluetongue
Wild boar,1,0,0,Virus,Bulgaria,42.9278,27.7575,August,Monsoon,3,Farm,African swine fever
Goats,0,0,0,Virus,Morocco,32.53281,-6.64731,October,Post-Monsoon,3,Farm,Bluetongue
Dogs,0,0,0,Virus,Armenia,40.1907,43.8549,June,Monsoon,1,Backyard,Rabies
Camelidae,0,0,0,Virus,Kenya,3.821088,41.09124,January,Winter,400,Village,Rift Valley fever
Birds,0,1,0,Virus,Germany,50.674145,12.262015,November,Post-Monsoon,827,Farm,Low pathogenic avian influenza
Wild boar,1,0,0,Virus,Russia,57.285245,33.251082,December,Winter,0,Forest,African swine fever
Sheep,0,0,0,Virus,Bulgaria,42.18222,24.86694,July,Monsoon,14,Backyard,Sheep pox and goat pox
Birds,0,1,0,Virus,Cameroon,5.4939,10.3757,January,Winter,13513,Farm,Highly pathogenic avian influenza
Equidae,0,0,0,Virus,Greece,40.4364,21.0822,January,Winter,1,Not applicable,Equine infectious anaemia
Mustelidae,0,0,0,Virus,Italy,45.516105,10.457794,April,Summer,3107,Farm,SARS-CoV-2 in animals
Birds,0,1,0,Virus,Croatia,45.76155,18.600002,May,Summer,17,Backyard,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Italy,45.289456,10.758892,January,Winter,4362092,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Mauritius,-19.71782,63.43774,March,Summer,57,Farm,Foot and mouth disease
Rainbow trout,0,0,1,Virus,Czech Republic,49.36879,16.01604,May,Summer,7186,Reservoir,Viral haemorrhagic septicaemia
Birds,0,0,0,Virus,Libya,32.0513,24.0019,February,Winter,12,Backyard,Highly pathogenic avian influenza
Birds,0,0,0,Virus,Vietnam,15.1074,108.7421,July,Monsoon,1805,Village,Highly pathogenic avian influenza
Mustelidae,0,0,0,Virus,Spain,43.2298,-8.2858,June,Monsoon,18222,Farm,SARS-CoV-2 in animals
Goats,0,0,0,Virus,Sierra Leone,7.833333,-11.166667,July,Monsoon,100,Village,Peste des petits ruminants
House Crow,1,0,0,Virus,Bangladesh,23.996073,90.394991,January,Winter,0,Other,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Hong Kong,22.5128,114.1176,May,Summer,4159,Slaughterhouse,African swine fever
Sheep/goats (mixed herd),0,0,0,Virus,Romania,43.757239,24.893361,November,Post-Monsoon,884,Backyard,Sheep pox and goat pox
Swine,0,0,0,Virus,Moldova,48.1273,27.791,January,Winter,123,Backyard,African swine fever
Whooper Swan,1,0,0,Virus,Romania,45.319365,29.334968,April,Summer,0,Natural park,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Belgium,50.63,5.37,September,Monsoon,69,Farm,Bluetongue
Cattle,0,0,0,Virus,Kuwait,29.2616,47.8028,May,Summer,22909,Farm,Foot and mouth disease
Birds,0,1,0,Virus,Hungary,46.275056,19.94625,May,Summer,435233,Farm,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Russia,47.881797,131.905814,September,Monsoon,13,Backyard,African swine fever
Cattle,0,0,0,Virus,United States of America,43.0283,-106.7483,October,Post-Monsoon,938,Farm,Vesicular stomatitis
Cattle,0,0,0,Virus,Vietnam,10.0954,106.5606,August,Monsoon,3248,Village,Lumpy skin disease
Cattle,0,0,0,Bacterium,France,47.529261,4.247424,September,Monsoon,63,Farm,Anthrax
Birds,0,1,0,Virus,Cayman Islands,19.3716,-81.3906,November,Post-Monsoon,65,Farm,Highly pathogenic avian influenza
Birds,0,1,0,Virus,Botswana,-23.57635,23.05502,January,Winter,68383,Backyard,Newcastle disease
Cattle,0,0,0,Virus,Kyrgyzstan,42.66,75.25,June,Monsoon,59,Village,Foot and mouth disease
Arctic Fox,1,0,0,Virus,Norway,76.5,25.01,April,Summer,0,Other,Rabies
Birds,0,0,0,Virus,Peru,-6.98,-78.82,December,Winter,140,Village,Newcastle disease
Swine,0,0,0,Virus,China (People's Rep. of),40.5655,122.1348,October,Post-Monsoon,73808,Backyard,African swine fever
Cattle,0,0,0,Virus,Bangladesh,23.377472,89.582985,August,Monsoon,2,Village,Rabies
Birds,0,1,0,Virus,Bulgaria,42.2012,26.5589,July,Monsoon,2000,Farm,Newcastle disease
Equidae,0,0,0,Parasite,United States of America,29.38,-94.86,December,Winter,2500,Farm,Equine piroplasmosis
Cattle,0,0,0,Bacterium,Kyrgyzstan,40.5387,72.933,January,Winter,1,Village,Anthrax
Goats,0,0,0,Bacterium,Hungary,46.7467,20.3864,March,Summer,21,Farm,Anthrax
Sheep,0,0,0,Virus,Georgia,41.55104,45.96013,February,Winter,717,Farm,Sheep pox and goat pox
Accipitridae (unidentified),1,0,0,Virus,Germany,49.576,8.42,March,Summer,13,Not applicable,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Comoros,-11.49861,43.3575,January,Winter,86,Village,Foot and mouth disease
Cattle,0,0,0,Virus,Azerbaijan,39.4256,48.3744,July,Monsoon,3142,Village,Lumpy skin disease
Mute Swan,1,0,0,Virus,Ukraine,50.3564,24.2546,January,Winter,0,Body of water,Highly pathogenic avian influenza
Wild boar,1,0,0,Virus,Russia,43.79,132.677,February,Winter,0,Forest,Classical swine fever
Cattle,0,0,0,Virus,Burundi,-2.4869095,30.2281933,July,Monsoon,3385,Village,Lumpy skin disease
Birds,0,0,0,Virus,Thailand,18.1388,103.5125,January,Winter,2199,Farm,Highly pathogenic avian influenza
Birds,0,1,0,Virus,India,9.411045,76.447921,April,Summer,255792,Backyard,Highly pathogenic avian influenza
Cattle,0,0,0,Bacterium,Lesotho,-29.259,28.071,February,Winter,7400,Village,Anthrax
Swine,0,0,0,Virus,Bulgaria,43.103,26.9048,February,Winter,467,Village,Classical swine fever
Sheep,0,0,0,Bacterium,Italy,40.375631,16.044202,June,Monsoon,122,Farm,Anthrax
Common Raven,1,0,0,Virus,Norway,71.0598,-8.30566,September,Monsoon,0,Other,Highly pathogenic avian influenza
Lesser sand plover,1,0,0,Virus,Chinese Taipei,23.937125,121.608815,May,Summer,0,Other,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Russia,56.0021,40.2073,October,Post-Monsoon,814,Farm,Foot and mouth disease
Birds,0,1,0,Virus,Netherlands,51.23,5.84,March,Summer,44500,Farm,Low pathogenic avian influenza
Birds,0,1,0,Virus,Netherlands,51.97,5.12,August,Monsoon,31870,Farm,Low pathogenic avian influenza
Atlantic salmon,0,0,1,Virus,Norway,68.13661,14.48313,October,Post-Monsoon,4479181,Farm,Infectious salmon anaemia virus
Birds,0,0,0,Virus,Greece,40.4642,22.8633,November,Post-Monsoon,108,Other,West Nile Fever
Birds,0,1,0,Virus,Russia,61.2019,72.4307,August,Monsoon,108,Backyard,Newcastle disease
Birds,0,1,0,Virus,Denmark,56.5335,9.4753,May,Summer,22215,Farm,Low pathogenic avian influenza
Cattle,0,0,0,Bacterium,Azerbaijan,41.3599,46.6937,August,Monsoon,4,Farm,Anthrax
Rabbits,0,0,0,Virus,Singapore,1.45982,103.83907,August,Monsoon,11,Other,Rabbit haemorrhagic disease
Sheep/goats (mixed herd),0,0,0,Virus,North Macedonia,41.4669,21.123056,July,Monsoon,697,Farm,Bluetongue
Birds,0,1,0,Virus,Philippines,14.148227,122.9591,November,Post-Monsoon,428,Backyard,Highly pathogenic avian influenza
Swine,0,0,0,Virus,Nicaragua,11.7393,-86.0308,June,Monsoon,385,Farm,Classical swine fever
Goats,0,0,0,Virus,Palestine,31.688,35.2176,November,Post-Monsoon,5,Farm,Foot and mouth disease
Swine,0,0,0,Virus,Norway,63.817063,11.497937,November,Post-Monsoon,19266,Farm,Influenza A virus
Wild boar,1,0,0,Virus,Italy,38.122875,15.820852,April,Summer,0,Forest,African swine fever
Equidae,0,0,0,Parasite,United States of America,33.448,-112.074,January,Winter,0,Farm,Equine piroplasmosis
Swine,0,0,0,Virus,Guatemala,14.59083,-91.52222,September,Monsoon,47,Farm,Classical swine fever
North African catfish,1,0,1,Fungus,South Africa,-22.4,31.2,May,Summer,0,River system,Epizootic ulcerative syndrome
Cattle,0,0,0,Prion,France,49.6500109,4.2864026,March,Summer,394,Farm,Bovine spongiform encephalopathy
Birds,0,1,0,Virus,Germany,52.57,14.57,January,Winter,204177,Farm,Highly pathogenic avian influenza
Apidae (unidentified),1,0,0,Parasite,Australia,-27.3837,153.1679,March,Summer,1,Other,Varroa spp.
Equidae,0,0,0,Virus,Turkey,40.114462,28.356327,August,Monsoon,300,Farm,West Nile Fever
Cattle,0,0,0,Virus,Ecuador,-1.0222,-77.4729,December,Winter,39,Farm,Vesicular stomatitis
Birds,0,1,0,Virus,Russia,51.9201,37.28435,December,Winter,446,Backyard,Newcastle disease
Sheep,0,0,0,Virus,Libya,32.514,13.1534,October,Post-Monsoon,997,Farm,Bluetongue
Cattle,0,0,0,Virus,Namibia,-17.72,25.11,December,Winter,1132,Village,Foot and mouth disease
Swine,0,0,0,Virus,Philippines,14.297306,122.759867,January,Winter,459698,Village,African swine fever
Birds,0,1,0,Virus,Slovakia,47.77,18.01,October,Post-Monsoon,425260,Farm,Highly pathogenic avian influenza
Cats,0,0,0,Virus,Melilla,35.2992,-2.9504,March,Summer,0,Other,Rabies
Cattle,0,0,0,Virus,Namibia,-17.81,24.81,September,Monsoon,5001,Village,Foot and mouth disease
Greylag Goose,1,0,0,Virus,Belgium,51.231954,4.10175,March,Summer,0,Other,Highly pathogenic avian influenza
Eurasian Sparrowhawk,1,0,0,Virus,Finland,61.1295,25.557,May,Summer,0,Not applicable,Highly pathogenic avian influenza
Wild boar,1,0,0,Virus,Romania,45.295369,28.800622,August,Monsoon,0,Backyard,African swine fever
Equidae,0,0,0,Parasite,United States of America,30.28,-97.74,February,Winter,0,Farm,Equine piroplasmosis
Birds,0,0,0,Virus,Cyprus,35.1857,33.3257,January,Winter,0,Not applicable,Newcastle disease
Blue-and-yellow Macaw,1,1,0,Virus,United Kingdom,52.53,0.66,December,Winter,1,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Bacterium,Italy,41.8422,15.64724,September,Monsoon,139,Farm,Anthrax
Cattle,0,0,0,Bacterium,Israel,32.9799306959,35.8075276374,August,Monsoon,174,Village,Anthrax
Sheep,0,0,0,Virus,Morocco,32.48,-7.98,December,Winter,62699,Farm,Bluetongue
Bees,0,0,0,Parasite,Eswatini,-26.792602,31.581498,August,Monsoon,925,Apiary,Small hive beetle infestation
Birds,0,1,0,Virus,Chinese Taipei,23.62273,120.4926,January,Winter,2474,Farm,Highly pathogenic avian influenza
Northern Goshawk,1,0,0,Virus,Denmark,55.7139,11.9674,January,Winter,0,Not applicable,Highly pathogenic avian influenza
Cattle,0,0,0,Bacterium,Romania,46.477829,24.437416,August,Monsoon,30,Backyard,Anthrax
Cats,0,0,0,Virus,Hong Kong,22.3420553,114.1898863,July,Monsoon,5,Other,SARS-CoV-2 in animals
Swine,0,0,0,Virus,Moldova,48.16,27.22,February,Winter,2,Backyard,African swine fever
Cattle,0,0,0,Virus,China (People's Rep. of),31.011,118.165,May,Summer,63,Backyard,Foot and mouth disease
Birds,0,1,0,Virus,Germany,52.04,12.27,November,Post-Monsoon,107000,Farm,Highly pathogenic avian influenza
Cattle,0,0,0,Virus,Zambia,-8.8345,31.3844,January,Winter,6733,Village,Foot and mouth disease
Birds,0,1,0,Virus,Russia,45.00524,133.29048,April,Summer,94,Village,Newcastle disease
